epoch,loss,lr,val_loss
0,0.0013928839471191168,1e-04,0.000271651369985193
1,0.00020299780589994043,1e-04,0.000257195089943707
2,0.00012464514293242246,1e-04,0.00013208149175625294
3,9.349882748210803e-05,1e-04,0.00012453044473659247
4,7.47482554288581e-05,1e-04,0.000127400184283033
5,6.12738513154909e-05,1e-04,0.0001372873375657946
6,4.60900082543958e-05,1e-04,0.0001297479320783168
7,3.9177295548142865e-05,1e-04,0.00013350175868254155
8,2.8763390218955465e-05,1e-04,0.0001348067744402215
